treated,age,age_2,educ,nodegree,black,hisp,married,re75,re75_dummy,re74,re74_dummy,re_diff_pre,afdc75,nchildren75,haschild,re79
0.0,29,841,9,1,0,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,28,784,9,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,39,1521,11,1,1,0,0,10704.28,1,10704.28,1,0.0,1,2,1,4309.188
0.0,45,2025,6,1,0,1,0,0.0,0,0.0,0,0.0,1,1,1,4011.385
0.0,23,529,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,6591.154
0.0,50,2500,11,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,29,841,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,46,2116,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,30,900,13,0,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,33,1089,11,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,5399.031
0.0,26,676,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,26,676,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,4130.284
0.0,24,576,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,32,1024,7,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,30,900,8,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,28,784,10,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,33,1089,9,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,677.2858
0.0,32,1024,8,1,1,0,0,900.3222,1,1350.483,1,-450.1608,1,2,1,0.0
0.0,33,1089,10,1,1,0,0,1016.039,1,1016.039,1,0.0,1,5,1,0.0
0.0,30,900,5,1,0,1,0,0.0,0,0.0,0,0.0,1,3,1,1190.907
0.0,26,676,11,1,0,1,0,0.0,0,0.0,0,0.0,1,1,1,8464.236
0.0,38,1444,9,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,2339.655
0.0,40,1600,8,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,24,576,9,1,1,0,0,775.2238,1,775.2238,1,0.0,1,1,1,0.0
0.0,36,1296,12,0,1,0,0,1373.716,1,3296.917,1,-1923.201,1,1,1,4477.113
0.0,25,625,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,8185.544
0.0,31,961,12,0,1,0,0,2117.438,1,2117.438,1,0.0,1,2,1,8532.999
0.0,28,784,7,1,1,0,0,403.9596,1,0.0,0,403.9596,1,2,1,0.0
0.0,46,2116,11,1,1,0,0,5004.441,1,5199.538,1,-195.09699999999972,1,3,1,6496.908
0.0,45,2025,7,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,5560.227
0.0,30,900,9,1,1,0,0,523.097,1,627.7164,1,-104.61940000000004,1,2,1,0.0
0.0,26,676,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,2293.591
0.0,30,900,8,1,1,0,0,0.0,0,0.0,0,0.0,1,5,1,0.0
0.0,33,1089,12,0,1,0,0,3928.684,1,3928.684,1,0.0,1,2,1,0.0
0.0,40,1600,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,1180.785
0.0,34,1156,11,1,1,0,0,5028.992,1,5028.992,1,0.0,1,2,1,0.0
0.0,34,1156,7,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,1809.364
0.0,47,2209,8,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,11524.53
0.0,29,841,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,11423.23
0.0,28,784,12,0,1,0,0,572.022,1,624.024,1,-52.00199999999995,1,1,1,13066.46
0.0,34,1156,8,1,0,1,0,0.0,0,0.0,0,0.0,1,4,1,12587.67
0.0,28,784,10,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,7469.574
0.0,32,1024,10,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,33,1089,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,8523.923
0.0,28,784,11,1,1,0,0,4945.808,1,4945.808,1,0.0,1,5,1,12449.29
0.0,53,2809,13,0,1,0,1,0.0,0,0.0,0,0.0,1,1,1,4309.188
0.0,27,729,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,32,1024,7,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,11120.29
0.0,30,900,10,1,1,0,0,0.0,0,0.0,0,0.0,1,0,0,0.0
0.0,39,1521,11,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,33,1089,9,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,28,784,12,0,1,0,0,1933.03,1,3897.788,1,-1964.758,1,1,1,8381.722
0.0,43,1849,11,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,46,2116,10,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,28,784,7,1,1,0,1,2864.144,1,3614.561,1,-750.4170000000004,1,3,1,8687.824
0.0,37,1369,7,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,37,1369,11,1,1,0,0,4621.328,1,2988.386,1,1632.9420000000005,1,3,1,2389.138
0.0,28,784,9,1,1,0,0,3530.769,1,4236.923,1,-706.154,1,3,1,0.0
0.0,28,784,9,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,28,784,10,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,3793.588
0.0,30,900,11,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,1591.152
0.0,27,729,10,1,1,0,0,4628.164,1,4628.164,1,0.0,1,2,1,7680.075
0.0,41,1681,11,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,239.7289
0.0,31,961,14,0,0,1,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,24,576,12,0,0,1,0,0.0,0,0.0,0,0.0,1,1,1,10425.33
0.0,26,676,9,1,0,1,1,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,43,1849,8,1,0,1,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,35,1225,10,1,0,1,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,37,1369,9,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,28,784,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,2659.904
0.0,35,1225,12,0,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,30,900,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,27,729,12,0,1,0,0,5291.772,1,5291.772,1,0.0,1,3,1,6941.479
0.0,32,1024,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,10872.81
0.0,34,1156,10,1,0,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,42,1764,15,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,8339.568
0.0,40,1600,12,0,1,0,0,2417.703,1,2417.703,1,0.0,1,3,1,3353.806
0.0,31,961,11,1,1,0,0,4720.206,1,4720.206,1,0.0,1,3,1,0.0
0.0,30,900,14,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,11757.72
0.0,27,729,11,1,0,0,0,0.0,0,0.0,0,0.0,1,4,1,236.0997
0.0,28,784,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,32,1024,11,1,1,0,0,12139.88,1,12139.88,1,0.0,1,5,1,4633.849
0.0,34,1156,0,1,0,1,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,31,961,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,7195.858
0.0,25,625,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,2703.563
0.0,39,1521,11,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,28,784,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,8739.443
0.0,27,729,9,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,50,2500,10,1,1,0,0,4465.958,1,4707.765,1,-241.8070000000007,1,1,1,0.0
0.0,32,1024,12,0,1,0,1,0.0,0,0.0,0,0.0,1,2,1,12572.58
0.0,41,1681,5,1,0,1,0,1985.143,1,2165.611,1,-180.46799999999985,1,3,1,0.0
0.0,34,1156,12,0,0,1,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,36,1296,10,1,1,0,0,58.27846,1,99.90593,1,-41.62747,1,2,1,0.0
0.0,32,1024,12,0,1,0,0,0.0,0,0.0,0,0.0,1,3,1,4563.222
0.0,38,1444,3,1,0,1,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,36,1296,11,1,1,0,0,1917.018,1,1917.018,1,0.0,1,3,1,5009.26
0.0,33,1089,10,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,44,1936,0,1,0,1,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,44,1936,4,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,21,441,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,1554.864
0.0,26,676,10,1,1,0,0,1046.194,1,1255.433,1,-209.23900000000003,1,1,1,0.0
0.0,31,961,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,31,961,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,34,1156,9,1,1,0,0,0.0,0,0.0,0,0.0,1,6,1,0.0
0.0,31,961,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,22,484,11,1,1,0,0,251.6698,1,335.5597,1,-83.88990000000001,1,1,1,0.0
0.0,37,1369,9,1,0,1,1,0.0,0,0.0,0,0.0,1,5,1,8532.999
0.0,34,1156,8,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,31,961,8,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,3096.252
0.0,26,676,10,1,1,0,0,8777.304,1,15046.81,1,-6269.505999999999,1,2,1,604.1829
0.0,34,1156,9,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,32,1024,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,1285.18
0.0,26,676,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,10533.09
0.0,31,961,14,0,1,0,0,2398.574,1,2398.574,1,0.0,1,0,0,13900.49
0.0,35,1225,10,1,1,0,0,0.0,0,0.0,0,0.0,1,7,1,0.0
0.0,30,900,12,0,1,0,0,3661.102,1,3661.102,1,0.0,1,1,1,3873.166
0.0,41,1681,12,0,1,0,0,0.0,0,0.0,0,0.0,1,3,1,6188.867
0.0,24,576,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,37,1369,10,1,1,0,1,7840.184,1,10559.24,1,-2719.056,1,3,1,6321.965
0.0,42,1764,9,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,15799.63
0.0,35,1225,12,0,1,0,0,1769.592,1,1769.592,1,0.0,1,2,1,8409.708
0.0,29,841,12,0,1,0,0,1405.562,1,0.0,0,1405.562,1,3,1,531.6927
0.0,35,1225,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,10322.24
0.0,41,1681,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,42,1764,12,0,1,0,0,1184.078,1,1578.77,1,-394.692,1,2,1,13460.21
0.0,24,576,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,46,2116,12,0,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,27,729,11,1,1,0,0,2876.835,1,3138.365,1,-261.52999999999975,1,1,1,0.0
0.0,25,625,9,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,37,1369,12,0,0,1,0,0.0,0,0.0,0,0.0,1,2,1,4368.889
0.0,44,1936,11,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,41,1681,10,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,1457.588
0.0,25,625,10,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,31,961,10,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,44,1936,10,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,9821.054
0.0,29,841,10,1,1,0,1,0.0,0,0.0,0,0.0,1,2,1,5935.658
0.0,52,2704,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,9392.081
0.0,24,576,8,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,32,1024,8,1,0,1,0,0.0,0,0.0,0,0.0,1,4,1,9959.433
0.0,36,1296,11,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,38,1444,6,1,0,1,0,0.0,0,0.0,0,0.0,1,5,1,0.0
0.0,24,576,11,1,0,0,0,1639.313,1,1639.313,1,0.0,1,1,1,3195.357
0.0,28,784,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,6462.921
0.0,34,1156,9,1,1,0,0,0.0,0,0.0,0,0.0,1,6,1,0.0
0.0,26,676,9,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,7677.063
0.0,33,1089,10,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,1783.034
0.0,32,1024,9,1,0,1,0,0.0,0,0.0,0,0.0,1,2,1,1192.063
0.0,38,1444,12,0,0,1,0,947.5919,1,947.5919,1,0.0,1,3,1,6224.645
0.0,29,841,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,38,1444,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,35,1225,6,1,0,1,0,0.0,0,0.0,0,0.0,1,6,1,0.0
0.0,53,2809,8,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,25,625,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,7953.447
0.0,33,1089,9,1,0,1,0,0.0,0,0.0,0,0.0,1,3,1,6255.195
0.0,35,1225,9,1,1,0,0,0.0,0,0.0,0,0.0,1,5,1,0.0
0.0,46,2116,10,1,0,1,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,42,1764,9,1,0,0,0,757.0841,1,0.0,0,757.0841,1,1,1,5398.796
0.0,27,729,10,1,1,0,0,2131.405,1,2841.874,1,-710.4689999999996,1,2,1,12510.39
0.0,23,529,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,10077.76
0.0,36,1296,12,0,1,0,0,0.0,0,0.0,0,0.0,1,5,1,0.0
0.0,27,729,9,1,1,0,0,2144.934,1,2339.928,1,-194.9939999999997,1,1,1,10374.41
0.0,44,1936,9,1,0,1,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,38,1444,10,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,29,841,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,17290.63
0.0,38,1444,7,1,0,1,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,36,1296,11,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,10058.07
0.0,39,1521,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,739.1614
0.0,49,2401,10,1,1,0,0,0.0,0,0.0,0,0.0,1,0,0,14044.17
0.0,44,1936,12,0,1,0,0,8131.536,1,8131.536,1,0.0,1,0,0,0.0
0.0,46,2116,12,0,0,0,0,4607.053,1,3599.714,1,1007.339,1,2,1,1946.007
0.0,25,625,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,6402.872
0.0,37,1369,4,1,0,1,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,28,784,8,1,1,0,0,526.8813,1,526.8813,1,0.0,1,2,1,0.0
0.0,27,729,9,1,0,1,0,0.0,0,0.0,0,0.0,1,2,1,7992.695
0.0,39,1521,12,0,0,1,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,26,676,9,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,9776.032
0.0,37,1369,8,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,30,900,12,0,1,0,0,8395.77,1,6962.591,1,1433.179,1,3,1,19749.94
0.0,43,1849,8,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,7782.478
0.0,32,1024,12,0,1,0,0,2305.436,1,4610.871,1,-2305.435,1,2,1,8991.102
0.0,26,676,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,35,1225,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,8672.55
0.0,33,1089,10,1,0,0,0,662.904,1,662.904,1,0.0,1,1,1,0.0
0.0,32,1024,8,1,0,1,0,0.0,0,0.0,0,0.0,1,3,1,9730.356
0.0,25,625,10,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,5370.157
0.0,38,1444,12,0,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,32,1024,10,1,0,1,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,42,1764,10,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,25,625,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,47,2209,12,0,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,41,1681,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,39,1521,10,1,1,0,0,9835.451,1,9835.451,1,0.0,1,3,1,1263.169
0.0,29,841,9,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,10425.33
0.0,34,1156,8,1,0,1,0,0.0,0,0.0,0,0.0,1,2,1,7158.669
0.0,26,676,12,0,1,0,0,3131.43,1,3131.43,1,0.0,1,1,1,9030.26
0.0,35,1225,12,0,1,0,0,0.0,0,0.0,0,0.0,1,6,1,0.0
0.0,28,784,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,12510.39
0.0,30,900,12,0,0,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,30,900,8,1,0,1,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,30,900,10,1,1,0,0,0.0,0,0.0,0,0.0,1,5,1,3861.148
0.0,40,1600,13,0,0,0,0,0.0,0,0.0,0,0.0,1,1,1,16295.18
0.0,29,841,13,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,11120.29
0.0,33,1089,10,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,26,676,11,1,1,0,0,12114.0,1,11580.64,1,533.3600000000006,1,3,1,0.0
0.0,49,2401,11,1,1,0,0,0.0,0,0.0,0,0.0,1,5,1,0.0
0.0,31,961,12,0,0,0,0,1399.846,1,2399.736,1,-999.89,1,2,1,2142.043
0.0,28,784,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,47,2209,10,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,9901.104
0.0,34,1156,12,0,1,0,0,1745.274,1,1745.274,1,0.0,1,1,1,4862.74
0.0,35,1225,6,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,36,1296,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,5746.667
0.0,30,900,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,8852.882
0.0,41,1681,10,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,37,1369,12,0,1,0,0,3955.747,1,4315.36,1,-359.61299999999983,1,1,1,0.0
0.0,19,361,12,0,1,0,0,1080.058,1,1080.058,1,0.0,1,0,0,756.2907
0.0,41,1681,12,0,1,0,0,913.0052,1,942.0085,1,-29.00330000000008,1,2,1,9730.356
0.0,33,1089,10,1,1,0,0,13962.19,1,13962.19,1,0.0,1,4,1,17375.49
0.0,40,1600,10,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,27,729,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,12725.89
0.0,28,784,10,1,0,1,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,25,625,8,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,44,1936,10,1,0,0,0,0.0,0,0.0,0,0.0,1,2,1,11606.92
0.0,31,961,9,1,1,0,1,0.0,0,0.0,0,0.0,1,5,1,0.0
