"train","age","educ","black","hisp","married","re74","re75","unem75","unem74","re78"
0,22,12,1,0,0,3.57958006858826,17.1333999633789,0,0,11.8218002319336
0,20,12,1,0,0,3.73043990135193,8.95161056518555,0,0,13.2995004653931
0,27,12,1,0,1,3.91852998733521,1.99442005157471,0,0,17.7326984405518
0,23,12,1,0,1,3.91852998733521,2.86452007293701,0,0,8.86636066436768
0,23,12,1,0,1,3.91852998733521,11.6370992660522,0,0,9.75300025939941
0,31,12,1,0,1,3.91852998733521,18.440299987793,0,0,24.9736003875732
0,19,12,1,0,0,5.38797998428345,8.05644989013672,0,0,12.1174001693726
0,21,12,1,0,1,5.86800003051758,3.04355001449585,0,0,10.0485000610352
0,24,12,1,0,1,5.87779998779297,8.95161056518555,0,0,17.7326984405518
0,31,12,1,0,1,5.87779998779297,11.0642004013062,0,0,15.959400177002
0,22,12,1,0,0,5.89152002334595,10.3677997589111,0,0,5.76312971115112
0,20,13,1,0,0,5.89739036560059,12.5322999954224,0,0,14.7772998809814
0,23,12,1,0,0,6.49497032165527,12.5322999954224,0,0,14.1862001419067
0,22,12,1,0,0,6.58314037322998,4.47581005096436,0,0,0
0,21,12,1,0,0,6.66150999069214,11.4580993652344,0,0,11.2086000442505
0,27,12,1,0,1,6.85547018051147,0,1,0,8.27526950836182
0,27,13,1,0,1,6.85742998123169,4.09625959396362,0,0,24.5139999389648
0,24,12,1,0,1,6.85742998123169,14.3225994110107,0,0,26.599100112915
0,28,15,1,0,0,7.44520998001099,0,1,0,12.7084007263184
0,53,14,1,0,1,7.64113998413086,8.42167949676514,0,0,8.1274995803833
0,19,12,1,0,0,7.83706998825073,3.7596800327301,0,0,3.6943199634552
0,32,12,1,0,1,7.83706998825073,5.37097024917603,0,0,8.86636066436768
0,20,12,1,0,1,7.83706998825073,8.95161056518555,0,0,20.6881999969482
0,27,12,1,0,1,7.83706998825073,8.95161056518555,0,0,2.21068000793457
0,23,12,1,0,1,7.83706998825073,12.5322999954224,0,0,21.8703994750977
0,23,12,1,0,1,7.99381017684937,13.4274005889893,0,0,4.43318033218384
0,21,12,1,0,1,8.15054988861084,13.0925998687744,0,0,10.5834999084473
0,24,12,1,0,1,8.27594089508057,15.4165000915527,0,0,8.33586025238037
0,26,12,1,0,1,8.61686038970947,8.59354972839355,0,0,10.3440999984741
0,23,14,1,0,1,8.67562961578369,10.3982000350952,0,0,13.003999710083
0,25,12,1,0,0,8.81669998168945,6.26612997055054,0,0,10.3440999984741
0,23,12,1,0,1,8.81669998168945,12.1742000579834,0,0,18.4715995788574
0,27,12,1,0,0,8.81669998168945,14.3225994110107,0,0,19.2103996276855
0,21,12,1,0,0,8.81669998168945,14.8597002029419,0,0,5.57841968536377
0,23,14,1,0,1,8.93425941467285,12.5322999954224,0,0,8.86636066436768
0,23,16,1,0,0,9.01262950897217,16.4906997680664,0,0,19.2103996276855
0,27,12,1,0,1,9.06749057769775,5.37097024917603,0,0,6.64976978302002
0,21,12,1,0,1,9.1693696975708,7.16129016876221,0,0,7.38862991333008
0,23,12,1,0,1,9.1693696975708,8.27128982543945,0,0,10.4032001495361
0,21,14,1,0,0,9.42015075683594,5.37097024917603,0,0,9.90076923370361
0,27,12,1,0,1,9.79633045196533,0,1,0,11.8218002319336
0,21,12,1,0,1,9.79633045196533,4.2967700958252,0,0,14.7772998809814
0,33,12,1,0,0,9.79633045196533,8.95161056518555,0,0,0
0,22,12,1,0,1,9.79633045196533,10.7419004440308,0,0,11.1627006530762
0,29,12,1,0,1,9.79633045196533,12.5322999954224,0,0,19.2103996276855
0,23,12,1,0,1,9.79633045196533,12.5322999954224,0,0,11.8218002319336
0,27,12,1,0,1,9.79633045196533,14.3225994110107,0,0,11.8218002319336
0,24,12,1,0,1,9.79633045196533,14.3225994110107,0,0,33.9876976013184
0,25,12,1,0,1,9.79633045196533,21.4839000701904,0,0,6.64976978302002
0,30,12,1,0,1,9.79633045196533,25.0645008087158,0,0,29.554500579834
0,26,12,1,0,0,9.91388988494873,10.7419004440308,0,0,15.6195993423462
0,31,12,1,0,1,10.1881999969482,8.95161056518555,0,0,9.60521984100342
0,25,13,1,0,0,10.2469997406006,15.3968000411987,0,0,12.4868001937866
0,27,12,1,0,0,10.6230993270874,3.22258019447327,0,0,8.86636066436768
0,27,12,1,0,1,10.7760000228882,8.95161056518555,0,0,7.53641033172607
0,24,12,1,0,0,10.7760000228882,9.30967998504639,0,0,8.27526950836182
0,20,12,1,0,0,10.7760000228882,16.3724994659424,0,0,29.554500579834
0,23,12,1,0,1,10.7760000228882,20.4813003540039,0,0,29.3920001983643
0,26,12,1,0,1,11.167799949646,1.07418990135193,0,0,8.86636066436768
0,23,12,1,0,1,11.167799949646,7.81297016143799,0,0,14.7772998809814
0,24,12,1,0,0,11.285400390625,13.0694007873535,0,0,10.3440999984741
0,23,12,1,0,0,11.3284997940063,2.68547987937927,0,0,29.2160987854004
0,28,14,1,0,1,11.7555999755859,0,1,0,25.875
0,29,12,1,0,1,11.7555999755859,9.84676933288574,0,0,20.6881999969482
0,24,13,1,0,1,11.7555999755859,10.7419004440308,0,0,31.0973014831543
0,21,12,1,0,1,11.7555999755859,14.3225994110107,0,0,16.2549991607666
0,25,12,1,0,1,11.7555999755859,14.3225994110107,0,0,21.4270000457764
0,22,13,1,0,1,11.7555999755859,15.2177000045776,0,0,0
0,27,15,1,0,0,11.7555999755859,16.7448997497559,0,0,18.4419994354248
0,26,12,1,0,1,11.7751998901367,14.1507005691528,0,0,16.3421993255615
0,25,13,1,0,1,11.9319000244141,13.8249006271362,0,0,12.6567001342773
0,30,12,1,0,1,12.2257995605469,10.7419004440308,0,0,18.9622001647949
0,24,12,1,0,1,12.6588001251221,19.6935005187988,0,0,19.2103996276855
0,37,17,1,0,1,12.7351999282837,1.30693995952606,0,0,4.23663997650146
0,23,12,1,0,0,12.7351999282837,14.3225994110107,0,0,20.6881999969482
0,25,16,1,0,1,12.7351999282837,18.2613010406494,0,0,10.5214004516602
0,28,12,1,0,1,12.7351999282837,19.6935005187988,0,0,17.7326984405518
0,27,12,1,0,1,13.1270999908447,12.3531999588013,0,0,11.5262994766235
0,26,16,1,0,1,13.3229999542236,19.6935005187988,0,0,19.9344997406006
0,22,12,1,0,1,13.5188999176025,13.4274005889893,0,0,12.5607004165649
0,22,12,1,0,1,13.6659002304077,17.9032001495361,0,0,13.2995004653931
0,22,12,1,0,1,13.7149000167847,0,1,0,0.664977014064789
0,25,12,1,0,1,13.7149000167847,8.23548030853271,0,0,17.7326984405518
0,33,12,1,0,0,13.7149000167847,11.1000003814697,0,0,9.60521984100342
0,55,16,1,0,1,13.7149000167847,11.9952001571655,0,0,23.5313014984131
0,47,12,1,0,1,13.7149000167847,12.4337997436523,0,0,14.7772998809814
0,20,12,1,0,1,13.7149000167847,12.5322999954224,0,0,8.86636066436768
0,26,12,1,0,1,13.7149000167847,12.5322999954224,0,0,11.8218002319336
0,21,12,1,0,0,13.7149000167847,13.3396997451782,0,0,11.6519002914429
0,24,12,1,0,1,13.7149000167847,16.1128997802734,0,0,16.2549991607666
0,39,12,1,0,1,13.7149000167847,17.0081005096436,0,0,14.6295003890991
0,27,12,1,0,1,13.7149000167847,19.4249992370605,0,0,25.8601989746094
0,27,14,1,0,0,13.8127994537354,17.0366992950439,0,0,20.6881999969482
0,20,12,1,0,1,14.3221998214722,17.9032001495361,0,0,14.7772998809814
0,29,12,1,0,1,14.3927993774414,15.3968000411987,0,0,14.7772998809814
0,26,14,1,0,1,14.5064001083374,17.1870994567871,0,0,21.6781997680664
0,24,12,1,0,1,14.6944999694824,11.8160991668701,0,0,11.8218002319336
0,22,14,1,0,1,14.6944999694824,12.5322999954224,0,0,21.3974990844727
0,27,12,1,0,1,14.6944999694824,13.4274005889893,0,0,14.0797996520996
0,28,12,1,0,1,14.6944999694824,14.8597002029419,0,0,19.2103996276855
0,35,12,1,0,1,14.6944999694824,17.1870994567871,0,0,21.2793006896973
0,22,12,1,0,1,14.7904996871948,14.6805992126465,0,0,14.0384006500244
0,42,12,1,0,1,14.9884004592896,11.1859006881714,0,0,0
0,31,12,1,0,0,15.2822999954224,17.9032001495361,0,0,14.7772998809814
0,32,16,1,0,1,15.2822999954224,19.6935005187988,0,0,28.0768013000488
0,22,13,1,0,1,15.4038000106812,14.3207998275757,0,0,18.6606998443604
0,26,12,1,0,1,15.4115991592407,8.95161056518555,0,0,11.0829000473022
0,26,12,1,0,1,15.4781999588013,18.1753997802734,0,0,19.9493007659912
0,25,12,1,0,1,15.6740999221802,3.7381899356842,0,0,10.5124998092651
0,28,15,1,0,1,15.6740999221802,9.45289993286133,0,0,31.0323009490967
0,21,13,1,0,1,15.6740999221802,12.5322999954224,0,0,25.1214008331299
0,54,16,1,0,1,15.6740999221802,14.3225994110107,0,0,11.8218002319336
0,26,12,1,0,1,15.6740999221802,15.2177000045776,0,0,15.5160999298096
0,34,12,1,0,1,15.6740999221802,15.7547998428345,0,0,17.7326984405518
0,21,12,1,0,1,15.6740999221802,16.1128997802734,0,0,11.8218002319336
0,23,12,1,0,1,15.6740999221802,16.2024002075195,0,0,19.2103996276855
0,26,12,1,0,1,15.6740999221802,17.9838008880615,0,0,20.6881999969482
0,21,12,1,0,1,15.6740999221802,19.6935005187988,0,0,19.2103996276855
0,54,12,1,0,0,15.6740999221802,25.0645008087158,0,0,20.6881999969482
0,23,12,1,0,1,15.8701000213623,30.4354991912842,0,0,27.7813014984131
0,26,12,1,0,1,15.9875993728638,17.9032001495361,0,0,19.5060005187988
0,28,12,1,0,1,15.9875993728638,19.6935005187988,0,0,13.2995004653931
0,27,12,1,0,1,16.0110988616943,16.1128997802734,0,0,20.460599899292
0,35,12,1,0,1,16.0659999847412,16.0860004425049,0,0,19.2103996276855
0,36,12,1,0,1,16.2618999481201,21.3048000335693,0,0,22.165901184082
0,21,12,1,0,1,16.6538009643555,9.84676933288574,0,0,7.38862991333008
0,25,12,1,0,0,16.6538009643555,14.8597002029419,0,0,22.9048004150391
0,25,16,1,0,1,16.6538009643555,17.0081005096436,0,0,21.8703994750977
0,24,14,1,0,1,16.6538009643555,28.4660987854004,0,0,40.6375007629395
0,26,14,1,0,0,16.6674995422363,21.4839000701904,0,0,28.8156986236572
0,23,12,1,0,1,16.7085990905762,10.4912996292114,0,0,7.56595993041992
0,22,14,1,0,1,16.8496990203857,21.1258010864258,0,0,24.0869007110596
0,43,12,1,0,1,17.6333999633789,10.7419004440308,0,0,21.8584995269775
0,28,14,1,0,1,17.6333999633789,12.5322999954224,0,0,16.2549991607666
0,23,12,1,0,1,17.6333999633789,15.2177000045776,0,0,15.5160999298096
0,27,14,1,0,1,17.6333999633789,16.1128997802734,0,0,26.599100112915
0,26,12,1,0,1,17.6333999633789,17.4163017272949,0,0,23.6436004638672
0,26,12,1,0,1,17.6333999633789,18.7984008789062,0,0,18.4715995788574
0,24,13,1,0,0,17.6333999633789,25.0645008087158,0,0,22.165901184082
0,23,12,1,0,1,17.6725997924805,14.3225994110107,0,0,12.2947006225586
0,30,12,1,0,1,17.7608013153076,17.3661003112793,0,0,19.2103996276855
0,21,13,1,0,0,18.2211990356445,21.1258010864258,0,0,21.8703994750977
0,30,12,1,0,1,18.3386993408203,25.4225997924805,0,0,22.165901184082
0,27,14,1,0,1,18.613000869751,0,1,0,13.2995004653931
0,32,12,1,0,1,18.613000869751,16.1128997802734,0,0,17.7326984405518
0,28,12,1,0,0,18.613000869751,17.0081005096436,0,0,19.9493007659912
0,44,12,1,0,1,18.613000869751,23.6323013305664,0,0,19.2103996276855
0,44,12,1,0,1,18.613000869751,23.6323013305664,0,0,19.2103996276855
0,36,12,1,0,1,18.613000869751,25.0645008087158,0,0,33.6921997070312
0,32,13,1,0,1,18.8090000152588,14.143500328064,0,0,26.599100112915
0,37,12,1,0,1,18.8090000152588,16.1128997802734,0,0,32.5099983215332
0,34,12,1,0,0,18.8480987548828,30.4354991912842,0,0,12.5607004165649
0,24,13,1,0,1,18.8815002441406,16.1128997802734,0,0,12.5607004165649
0,23,12,1,0,1,19.0048999786377,13.4274005889893,0,0,13.2995004653931
0,27,12,1,0,1,19.0048999786377,19.6935005187988,0,0,19.2103996276855
0,37,12,1,0,1,19.0048999786377,25.9596996307373,0,0,25.8601989746094
0,24,16,1,0,0,19.4946994781494,15.2177000045776,0,0,23.6436004638672
0,37,12,1,0,1,19.5868015289307,12.0310001373291,0,0,14.7772998809814
0,21,12,1,0,0,19.5926990509033,0.716129004955292,0,0,22.165901184082
0,25,12,1,0,1,19.5926990509033,5.37097024917603,0,0,24.642599105835
0,24,13,1,0,1,19.5926990509033,11.6370992660522,0,0,18.4419994354248
0,24,12,1,0,0,19.5926990509033,11.9952001571655,0,0,19.2103996276855
0,32,14,1,0,1,19.5926990509033,12.3352994918823,0,0,14.7772998809814
0,20,12,1,0,1,19.5926990509033,16.709098815918,0,0,12.7084007263184
0,23,12,1,0,1,19.5926990509033,17.0081005096436,0,0,22.165901184082
0,34,12,1,0,1,19.5926990509033,17.3661003112793,0,0,19.2103996276855
0,23,12,1,0,1,19.5926990509033,17.3661003112793,0,0,14.7772998809814
0,27,12,1,0,1,19.5926990509033,17.7241992950439,0,0,25.1214008331299
0,23,12,1,0,1,19.5926990509033,17.9032001495361,0,0,26.599100112915
0,20,12,1,0,1,19.5926990509033,18.6194000244141,0,0,23.6436004638672
0,31,12,1,0,1,19.5926990509033,19.4661998748779,0,0,20.2595996856689
0,29,16,1,0,1,19.5926990509033,20.5886993408203,0,0,42.8541030883789
0,53,12,1,0,1,19.5926990509033,21.4839000701904,0,0,23.6436004638672
0,23,12,1,0,1,19.5926990509033,23.2741985321045,0,0,21.4270000457764
0,28,12,1,0,1,19.5926990509033,24.1694011688232,0,0,25.8601989746094
0,27,14,1,0,0,19.5926990509033,25.0645008087158,0,0,28.8156986236572
0,30,12,1,0,1,19.5926990509033,26.8548011779785,0,0,25.8971996307373
0,36,12,1,0,1,19.7494010925293,25.0645008087158,0,0,23.6436004638672
0,34,12,1,0,1,19.7885990142822,23.2741985321045,0,0,31.0323009490967
0,28,16,1,0,1,20.0825004577637,19.3355007171631,0,0,21.2793006896973
0,25,16,1,0,0,20.2333011627197,19.3355007171631,0,0,23.0524997711182
0,38,12,1,0,0,20.5722999572754,14.3225994110107,0,0,16.2549991607666
0,24,12,1,0,1,20.5722999572754,25.9596996307373,0,0,31.0323009490967
0,46,12,1,0,1,20.5722999572754,32.2257995605469,0,0,7.88218975067139
0,25,14,1,0,1,20.7681999206543,23.2741985321045,0,0,26.3034992218018
0,26,12,1,0,1,21.117000579834,22.378999710083,0,0,25.1214008331299
0,23,13,1,0,1,21.160099029541,17.9032001495361,0,0,23.6436004638672
0,27,12,1,0,1,21.3560009002686,20.5886993408203,0,0,21.722599029541
0,35,12,1,0,1,21.5519008636475,14.3225994110107,0,0,15.6387996673584
0,35,12,1,0,1,21.5519008636475,14.3225994110107,0,0,15.6387996673584
0,34,12,1,0,1,21.5519008636475,17.9032001495361,0,0,25.1214008331299
0,37,15,1,0,0,21.5519008636475,19.2101993560791,0,0,17.7326984405518
